"用户id","年龄","性别","门店id","评分","人均价格","是否点击"
"937","60","M","307","0","228","1"
"937","66","M","315","1","94","1"
"937","39","F","452","1","129","1"
"937","72","M","204","2","151","1"
"937","74","M","154","3","133","1"
"939","48","F","488","3","116","0"
"939","78","F","416","1","214","0"
"939","78","F","376","2","97","0"
"939","22","M","442","2","60","1"
"939","33","M","215","3","93","0"
"939","71","F","429","3","209","1"
"939","61","M","192","3","141","1"
"939","17","F","445","4","215","0"
"939","47","F","227","3","114","0"
"944","76","F","296","4","191","1"
"944","34","M","366","4","186","0"
"944","55","F","241","1","141","0"
"944","54","M","144","3","123","0"
"944","74","M","362","1","143","0"
"944","19","M","272","3","226","1"
"944","75","F","245","2","172","0"
"944","23","F","333","3","210","1"
"944","33","F","233","0","90","0"
"944","52","F","274","1","204","0"
"944","70","M","174","4","183","1"
"944","21","F","489","2","197","0"
"944","12","F","371","2","202","1"
"944","77","F","208","3","232","0"
"944","30","F","492","2","169","0"
"944","18","F","184","3","88","1"
"944","45","M","250","0","56","0"
"944","59","M","185","3","73","1"
"945","67","F","334","3","243","1"
"945","77","M","394","2","114","0"
"945","47","M","445","3","166","0"
"945","73","M","471","3","104","0"
"945","14","F","273","2","174","0"
"945","77","M","133","2","175","1"
"945","36","M","207","4","101","1"
"945","73","M","449","3","115","0"
"945","21","F","428","0","92","1"
"945","49","F","344","4","179","0"
"945","37","F","148","2","123","1"
"945","66","M","110","2","214","1"
"945","26","M","496","1","57","1"
"945","58","M","472","4","183","1"
"946","33","M","119","3","229","0"
"946","10","M","393","4","160","0"
"946","17","F","339","1","153","0"
"946","47","M","104","3","76","1"
"946","63","M","413","2","205","1"
"946","48","F","380","0","94","0"
"946","16","F","388","2","206","0"
"947","74","F","335","0","197","0"
"947","65","F","300","4","55","1"
"947","47","F","311","0","206","1"
"947","41","M","324","4","233","0"
"947","19","F","252","1","234","1"
"947","54","F","268","3","246","1"
"947","74","M","248","3","234","0"
"947","28","M","284","2","90","0"
"947","50","M","220","0","120","0"
"947","66","F","332","0","182","0"
"947","26","F","272","3","150","1"
"948","23","M","325","3","69","1"
"948","74","F","471","2","197","0"
"948","31","F","204","0","141","1"
"948","59","M","457","3","244","1"
"948","63","M","395","2","170","1"
"948","63","M","314","3","144","0"
"948","59","F","138","2","90","0"
"948","32","F","433","1","226","1"
"948","19","F","158","1","241","1"
"948","38","M","312","0","189","0"
"949","75","F","185","2","130","0"
"949","40","F","448","2","206","1"
"949","32","F","477","0","104","0"
"949","70","F","424","1","87","1"
"949","25","M","307","3","203","0"
"949","30","M","257","0","112","1"
"949","25","M","368","3","99","0"
"949","29","M","142","4","103","1"
"949","79","M","303","1","247","0"
"949","66","M","310","1","94","1"
"949","64","F","174","1","135","1"
"949","39","F","104","1","209","0"
"949","24","F","121","2","86","1"
"950","33","F","147","0","215","0"
"950","60","M","436","1","201","0"
"950","53","M","282","0","119","0"
"950","72","F","468","2","119","0"
"950","21","F","274","1","174","0"
"950","23","M","196","2","57","0"
"950","27","M","229","2","85","1"
"950","19","F","438","2","181","0"
"950","55","F","402","0","174","1"
"951","60","F","418","4","111","1"
"951","68","M","490","4","84","1"
"951","52","M","389","4","171","1"
"951","31","F","356","4","245","0"
"951","77","M","417","1","87","1"
"951","68","F","393","1","60","0"
"951","13","F","484","1","195","1"
"951","61","F","119","2","130","0"
"951","30","M","440","1","174","1"
"951","55","M","269","3","57","0"
"951","71","F","132","2","96","1"
"951","72","F","310","3","233","0"
"951","10","M","207","3","73","0"
"951","35","F","351","1","198","0"
"951","52","M","434","2","205","1"
"951","71","M","375","4","238","1"
"951","78","F","329","2","142","1"
"954","38","M","350","2","168","1"
"954","62","M","478","2","241","0"
"954","70","M","128","0","102","0"
"954","24","F","323","1","129","0"
"954","67","M","130","0","170","0"
"954","23","F","365","4","202","1"
"954","60","M","234","2","154","0"
"954","55","M","324","1","100","0"
"954","10","F","211","4","126","0"
"956","60","M","358","0","115","1"
"956","75","M","231","0","70","0"
"956","32","F","165","2","124","1"
"956","77","F","185","0","52","0"
"956","58","F","135","3","227","1"
"956","56","F","230","2","102","1"
"956","60","M","269","3","68","0"
"956","65","F","347","0","75","0"
"956","60","F","243","4","211","0"
"956","76","F","287","3","177","0"
"956","65","F","195","1","136","0"
"956","78","F","353","0","158","0"
"956","77","F","387","4","91","0"
"956","22","M","400","4","214","0"
"958","74","M","115","0","160","0"
"958","74","F","208","2","89","1"
"958","16","F","281","3","129","1"
"958","57","M","187","3","195","1"
"958","31","M","474","3","166","1"
"958","21","M","167","0","241","0"
"958","54","F","333","1","200","0"
"958","21","F","374","0","229","0"
"958","30","M","227","0","102","1"
"958","18","F","278","3","162","0"
"958","50","M","224","1","104","0"
"959","66","F","271","4","74","1"
"959","56","F","339","2","129","0"
"959","26","M","399","2","106","0"
"959","21","M","462","1","63","1"
"959","31","F","418","0","51","1"
"959","44","M","414","3","126","0"
"959","47","F","495","4","52","1"
"959","13","M","381","0","188","1"
"959","32","F","361","0","159","1"
"959","59","M","435","1","117","0"
"960","10","F","339","0","208","1"
"960","24","F","399","3","235","1"
"960","10","M","331","3","162","1"
"960","52","M","300","3","113","0"
"960","68","M","169","4","182","1"
"960","54","M","364","4","122","0"
"960","77","M","316","2","98","1"
"960","18","F","441","3","56","1"
"960","78","F","229","4","66","0"
"960","78","F","352","4","230","1"
"960","58","F","301","0","74","1"
"960","53","M","157","1","138","0"
"960","73","F","325","2","202","0"
"962","60","F","103","1","131","0"
"962","56","M","483","2","160","0"
"962","52","M","332","1","236","0"
"962","77","M","330","0","195","1"
"962","75","F","455","0","246","0"
"962","31","M","409","0","210","1"
"962","22","F","239","0","152","0"
"962","56","M","332","0","82","1"
"962","10","M","443","4","216","1"
"962","13","F","431","4","222","0"
"963","20","F","203","0","115","1"
"963","28","F","291","0","103","1"
"963","11","M","351","2","81","1"
"963","72","F","460","0","72","1"
"963","53","F","409","4","65","0"
"963","48","F","490","2","229","0"
"963","62","F","106","3","110","1"
"963","29","M","276","4","69","1"
"963","77","M","418","1","233","1"
"963","41","M","243","2","61","0"
"963","78","M","479","0","65","1"
"963","44","F","414","0","60","0"
"964","76","F","436","2","232","0"
"964","69","M","123","0","185","1"
"964","75","F","209","3","228","1"
"964","32","M","447","4","198","0"
"964","19","F","436","3","189","1"
"964","65","F","206","4","100","1"
"964","21","F","207","1","209","0"
"966","51","F","438","1","83","1"
"966","79","F","160","4","96","1"
"966","71","F","215","3","111","0"
"966","14","F","329","2","64","1"
"966","55","F","360","0","100","1"
"966","26","M","396","1","191","0"
"966","45","F","137","1","96","1"
"966","27","M","257","1","173","1"
"966","49","M","120","3","72","1"
"967","66","F","496","2","55","1"
"967","53","M","142","4","156","1"
"967","61","M","340","1","173","1"
"967","22","M","248","3","118","1"
"967","58","F","406","3","123","0"
"967","34","M","407","1","108","1"
"967","61","M","388","4","109","0"
"967","68","F","323","3","146","1"
"967","58","M","187","2","116","0"
"967","75","M","492","0","132","1"
"967","71","F","306","0","159","0"
"967","17","F","183","2","156","0"
"967","73","F","404","2","212","1"
"967","39","F","306","0","143","1"
"967","54","M","120","1","90","0"
"967","40","M","468","2","123","1"
"967","72","F","175","0","192","0"
"967","33","M","230","1","87","0"
"967","40","M","201","4","196","1"
"969","64","F","372","0","247","0"
"969","27","M","307","4","201","0"
"969","51","M","498","4","249","1"
"969","21","M","473","1","126","0"
"969","10","F","437","4","196","1"
"969","31","F","346","1","151","0"
"969","43","M","154","0","214","0"
"970","78","F","257","3","156","1"
"970","16","M","310","1","59","0"
"970","32","M","196","0","67","1"
"970","79","M","355","4","100","1"
"970","47","F","377","0","200","0"
"970","33","M","184","0","220","1"
"970","44","F","399","4","232","0"
"970","17","F","341","3","164","1"
"970","21","M","188","2","154","1"
"970","58","F","429","3","70","0"
"970","45","M","494","2","204","0"
"970","34","M","457","2","53","1"
"970","17","M","268","0","149","0"
"970","29","F","345","2","56","0"
"970","20","F","220","2","216","0"
"970","21","M","310","0","95","1"
"971","30","M","391","2","233","1"
"971","79","F","444","1","136","1"
"971","28","M","168","1","82","1"
"971","16","M","377","4","99","0"
"971","11","M","244","1","56","0"
"971","11","M","239","0","145","1"
"971","35","M","215","1","235","0"
"971","35","F","393","3","53","1"
"971","33","M","439","2","215","1"
"971","45","M","360","1","75","1"
"971","48","M","497","0","169","1"
"971","70","M","459","3","228","1"
"971","42","M","304","1","67","1"
"972","34","M","174","3","186","0"
"972","11","M","166","3","83","1"
"972","11","M","326","2","249","0"
"972","78","F","128","1","245","1"
"972","18","F","282","3","82","0"
"972","56","F","397","2","220","0"
"972","56","M","182","0","92","0"
"972","74","M","446","3","51","1"
"972","27","F","317","0","129","1"
"972","11","F","277","3","126","1"
"972","77","M","470","3","205","0"
"972","44","M","295","3","212","0"
"972","30","M","225","2","75","1"
"973","40","M","223","4","228","0"
"973","68","F","154","1","87","1"
"973","45","F","405","1","191","1"
"973","12","M","415","1","83","0"
"973","65","M","259","4","67","1"
"973","49","M","135","4","216","1"
"973","47","M","446","4","80","1"
"974","70","M","296","1","78","0"
"974","49","F","208","1","174","1"
"974","14","F","333","2","211","0"
"974","76","F","164","0","113","1"
"974","52","F","420","1","66","0"
"974","24","F","308","1","205","0"
"974","71","M","243","0","127","1"
"974","78","M","440","0","137","1"
"974","74","F","164","4","92","1"
"974","19","M","404","3","73","1"
"974","53","F","124","4","217","1"
"974","25","F","326","1","227","1"
"974","47","F","133","2","201","1"
"974","29","F","299","2","238","0"
"974","18","M","295","3","109","1"
"980","45","F","213","3","93","0"
"980","51","M","161","2","59","0"
"980","19","M","168","0","214","0"
"980","35","M","104","1","115","0"
"980","74","F","391","3","98","0"
"980","79","M","126","0","164","1"
"980","51","F","334","2","53","1"
"980","76","M","367","2","125","1"
"980","60","F","305","2","238","1"
"980","37","M","499","0","239","0"
"980","53","M","349","2","70","0"
"980","29","F","240","2","77","0"
"980","67","M","138","4","118","1"
"980","71","F","284","3","218","1"
"980","73","M","397","2","201","0"
"980","29","F","272","3","244","0"
"980","30","F","121","0","234","0"
"980","43","M","312","0","200","0"
"980","51","F","325","2","174","0"
"981","14","F","494","3","102","1"
"981","18","M","191","4","239","0"
"981","57","F","365","1","164","0"
"981","61","F","441","0","82","0"
"981","78","F","244","1","241","1"
"981","73","M","179","0","133","0"
"981","53","M","363","3","72","0"
"981","79","M","314","1","174","1"
"981","68","M","242","4","53","0"
"982","45","M","219","3","178","0"
"982","14","F","479","2","244","0"
"982","51","M","301","1","134","1"
"982","35","F","205","0","190","1"
"982","61","F","171","4","88","1"
"982","40","F","143","3","51","0"
"982","78","F","210","2","180","1"
"982","67","M","156","1","93","0"
"982","78","F","294","4","225","0"
"982","67","F","403","2","184","1"
"982","64","M","451","2","234","0"
"982","24","F","411","4","214","1"
"982","57","F","180","1","141","1"
"983","32","M","131","3","183","1"
"983","18","F","353","0","149","1"
"983","50","M","324","0","211","0"
"983","18","M","438","0","94","0"
"983","38","F","460","3","87","0"
"983","48","M","496","3","132","1"
"983","60","F","409","1","86","0"
"983","32","F","472","1","185","1"
"983","23","M","182","0","75","1"
"983","47","F","178","4","69","1"
"983","71","M","480","3","181","0"
"983","64","M","139","0","232","0"
"983","66","M","277","1","128","1"
"984","19","M","327","3","223","1"
"984","54","M","127","1","54","1"
"984","67","F","310","1","144","1"
"984","35","F","390","3","74","1"
"984","19","M","110","4","74","1"
"984","56","F","327","1","131","0"
"984","18","F","294","3","116","0"
"984","62","M","262","0","200","1"
"984","41","F","343","0","215","1"
"984","72","M","380","3","231","1"
"984","24","F","392","1","179","1"
"984","71","M","405","2","159","0"
"984","28","F","374","0","132","0"
"984","45","M","199","2","79","0"
"984","76","M","304","2","157","1"
"984","61","F","178","3","194","0"
"984","26","F","158","2","128","0"
"984","13","M","243","4","133","0"
"984","40","F","433","0","149","0"
"986","64","F","373","2","159","0"
"986","38","F","204","4","151","0"
"986","75","M","260","3","134","1"
"986","25","M","155","2","123","0"
"986","71","F","340","2","150","0"
"986","58","M","336","3","178","0"
"986","69","F","416","0","100","1"
"986","35","M","227","1","129","1"
"986","41","F","341","0","188","1"
"986","21","F","402","0","246","0"
"986","57","M","402","0","78","1"
"986","12","M","133","3","239","1"
"986","62","M","259","4","180","1"
"986","20","F","290","3","144","1"
"986","37","M","327","1","76","1"
"986","12","F","459","0","110","1"
"986","28","M","444","2","126","0"
"986","56","M","373","4","97","0"
"987","79","M","348","4","239","1"
"987","78","F","367","2","53","0"
"987","45","F","378","2","56","1"
"987","73","F","285","2","228","0"
"987","60","M","378","0","150","0"
"987","68","F","245","2","98","0"
"987","43","M","335","0","225","0"
"987","46","M","145","0","240","0"
"990","37","M","218","3","228","0"
"990","11","F","448","3","193","1"
"990","61","F","108","0","109","1"
"990","37","M","452","0","140","1"
"990","66","M","103","1","157","1"
"990","41","F","471","1","146","1"
"990","20","M","166","4","195","0"
"990","71","F","247","2","142","1"
"990","48","F","419","2","113","1"
"990","26","F","406","0","177","0"
"990","20","F","203","4","52","1"
"990","46","M","286","0","95","1"
"990","46","M","154","4","200","0"
"990","56","F","110","0","247","0"
"990","14","F","357","4","85","1"
"990","76","F","371","4","95","0"
"990","50","F","343","0","148","1"
"992","74","F","339","0","217","0"
"992","38","M","273","2","204","0"
"992","23","M","376","2","104","1"
"992","44","M","245","1","181","0"
"992","66","F","163","2","234","1"
"992","65","M","310","4","71","1"
"992","14","M","397","4","65","1"
"992","79","F","351","0","61","1"
"992","68","M","149","1","129","0"
"992","47","F","178","4","81","1"
"992","31","M","313","2","89","0"
"992","47","F","440","3","157","1"
"993","77","F","149","3","185","1"
"993","14","F","398","1","214","1"
"993","21","M","210","4","118","1"
"993","11","F","285","3","112","0"
"993","64","M","369","0","192","0"
"993","29","M","182","0","70","1"
"993","61","F","312","4","81","1"
"993","42","M","104","4","196","0"
"993","79","M","180","1","55","1"
"993","35","F","362","2","216","1"
"993","43","M","259","3","183","0"
"993","16","F","225","3","248","0"
"993","24","M","124","0","165","0"
"994","15","M","197","2","188","0"
"994","67","M","261","1","182","0"
"994","29","M","416","4","223","0"
"994","17","F","252","2","151","1"
"994","30","F","165","3","203","0"
"994","73","M","496","0","98","0"
"994","24","M","362","3","227","0"
"994","29","M","343","1","168","1"
"995","74","M","442","4","243","1"
"995","66","F","330","0","51","1"
"995","48","F","405","4","93","1"
"995","50","F","134","3","225","1"
"995","38","F","195","4","187","0"
"995","38","M","237","4","85","0"
"995","45","M","330","1","66","0"
"995","36","F","263","2","237","1"
"995","58","M","241","4","214","0"
"995","20","M","435","4","179","0"
"995","24","F","291","1","73","0"
"995","44","F","188","1","83","1"
"997","73","F","186","3","227","0"
"997","75","F","137","3","216","0"
"997","59","M","440","0","215","1"
"997","36","F","209","0","136","0"
"997","21","F","174","3","177","1"
"997","12","F","190","1","59","1"
"997","53","M","283","3","228","0"
"997","26","M","198","2","65","1"
"997","78","F","160","1","88","1"
"997","32","M","493","0","78","0"
"997","43","F","315","2","135","0"
"998","59","M","246","3","98","0"
"998","60","F","369","3","147","0"
"998","33","F","307","1","115","0"
"998","15","M","267","0","181","1"
"998","58","M","204","0","221","0"
"998","31","F","157","2","243","0"
"999","34","F","171","4","76","1"
"999","72","M","418","2","80","0"
"999","52","M","279","2","114","1"
"999","22","F","211","4","134","0"
"999","56","F","140","2","206","1"
"999","60","M","320","3","130","0"
"999","24","M","190","0","246","0"
"1000","62","F","288","0","93","1"
"1000","52","M","449","1","72","1"
"1000","31","M","450","0","105","0"
"1000","46","M","344","0","204","0"
"1000","58","F","442","0","83","0"
"1000","16","F","420","1","165","0"
"1000","50","F","108","3","229","0"
"1000","32","M","206","0","157","0"
"1001","49","M","152","0","218","1"
"1001","75","F","193","4","139","0"
"1001","71","M","219","4","54","1"
"1001","54","F","136","0","101","1"
"1001","29","M","366","3","169","0"
"1001","69","M","276","4","55","0"
"1001","71","M","171","1","114","1"
"1001","66","F","162","3","219","0"
"1001","79","M","300","4","128","1"
"1001","57","F","482","1","63","1"
"1001","41","F","427","2","227","1"
"1001","54","M","275","2","59","0"
"1001","43","F","373","4","149","1"
"1001","52","M","140","2","91","1"
"1001","49","F","272","1","77","1"
"1001","32","F","346","1","100","1"
"1003","62","F","321","1","175","1"
"1003","22","M","300","2","121","1"
"1003","75","M","129","3","245","1"
"1003","66","M","116","4","193","0"
"1003","24","M","455","1","184","0"
"1003","56","F","123","2","52","0"
"1003","78","F","204","4","94","1"
"1003","50","M","368","3","207","0"
"1003","70","M","286","3","241","0"
"1003","30","M","146","4","208","1"
"1003","78","M","345","0","54","1"
"1003","26","M","260","4","241","0"
"1003","43","F","114","0","150","1"
"1003","59","F","433","0","123","0"
"1005","32","F","454","2","175","0"
"1005","73","M","327","3","59","1"
"1005","51","M","128","0","161","1"
"1005","52","M","162","2","203","0"
"1005","54","M","354","0","128","1"
"1005","12","M","444","1","153","1"
"1006","30","M","147","4","130","1"
"1006","36","M","121","3","192","0"
"1006","11","F","180","2","138","0"
"1006","60","M","438","0","170","1"
"1006","31","M","345","3","205","0"
"1006","46","M","179","0","142","1"
"1006","77","M","196","3","79","1"
"1006","34","M","352","2","78","0"
"1006","12","F","243","4","221","0"
"1006","26","F","216","4","90","1"
"1006","67","F","315","3","229","1"
"1006","59","F","235","2","153","1"
"1006","79","M","177","0","101","0"
"1007","31","M","317","3","246","1"
"1007","19","M","457","1","168","1"
"1007","74","F","164","1","195","1"
"1007","47","F","132","1","102","0"
"1007","46","F","165","1","233","0"
"1007","30","F","475","4","247","1"
"1007","55","F","106","2","86","1"
"1007","45","M","465","3","99","0"
"1007","50","M","159","3","167","0"
"1007","61","M","280","0","118","1"
"1007","40","M","377","2","203","1"
"1007","61","F","414","4","185","0"
"1007","30","M","241","0","218","1"
"1007","73","F","372","4","89","1"
"1007","47","M","124","0","168","0"
"1007","62","M","126","2","226","0"
"1007","78","M","120","1","164","0"
"1007","34","F","384","1","169","1"
"1008","62","M","173","4","153","1"
"1008","40","M","204","0","121","1"
"1008","17","M","355","3","99","1"
"1008","74","F","373","1","247","0"
"1008","30","F","415","1","74","0"
"1008","24","M","190","0","241","0"
"1008","16","F","230","2","207","0"
"1008","22","M","230","3","143","0"
"1008","72","F","151","3","142","1"
"1008","49","F","399","3","207","1"
"1008","52","M","488","3","170","1"
"1008","50","F","214","2","183","0"
"1008","51","M","338","4","104","1"
"1008","38","M","269","1","207","1"
"1008","26","M","473","2","108","0"
"1008","68","M","459","1","189","0"
"1010","34","F","137","1","171","1"
"1010","61","F","331","3","219","0"
"1010","48","F","125","1","234","1"
"1010","50","F","285","2","215","1"
"1010","41","F","291","2","95","1"
"1010","60","F","113","3","215","1"
"1010","48","F","295","2","187","0"
"1010","62","M","341","4","156","0"
"1010","52","F","112","3","99","0"
"1010","28","M","290","1","168","1"
"1010","16","F","422","0","182","1"
"1010","50","F","433","4","128","0"
"1011","72","M","496","2","201","0"
"1011","21","M","413","2","147","0"
"1011","71","F","339","1","58","0"
"1011","16","M","365","1","246","1"
"1011","33","M","190","4","210","1"
"1011","60","F","169","3","170","0"
"1011","27","F","380","1","99","1"
"1011","45","M","364","2","199","0"
"1011","36","F","487","4","126","0"
"1011","49","M","285","3","106","1"
"1011","70","F","227","3","62","0"
"1011","34","F","148","3","231","0"
"1011","59","F","439","1","216","1"
"1011","52","M","470","2","81","0"
"1011","70","F","377","0","65","1"
"1013","72","M","292","1","248","1"
"1013","42","F","156","3","148","1"
"1013","54","F","472","0","235","0"
"1013","61","M","147","1","202","0"
"1013","34","M","479","3","55","0"
"1013","26","F","111","4","125","0"
"1013","71","F","119","4","52","0"
"1013","41","M","235","1","186","1"
"1013","14","F","465","0","226","0"
"1013","44","M","458","4","159","0"
"1013","46","F","469","4","121","1"
"1013","11","F","113","4","94","1"
"1013","49","M","336","0","156","1"
"1013","72","M","194","0","94","1"
"1013","56","F","347","1","160","1"
"1014","17","M","333","4","73","0"
"1014","58","M","429","0","184","0"
"1014","64","F","217","3","129","1"
"1014","45","M","155","4","86","0"
"1014","58","F","443","3","57","0"
"1014","72","M","129","4","226","1"
"1014","40","F","370","2","95","1"
"1014","36","M","162","0","152","1"
"1014","59","F","359","4","148","0"
"1014","36","M","422","0","92","1"
"1014","38","M","286","3","203","0"
"1014","72","F","399","3","226","1"
"1014","75","F","412","0","223","1"
"1014","67","M","395","0","140","0"
"1014","45","F","290","1","102","0"
"1014","21","M","498","0","76","1"
"1014","49","F","263","0","219","0"
"1015","54","F","174","2","107","0"
"1015","31","M","420","4","202","1"
"1015","43","F","121","0","100","0"
"1015","10","M","308","2","91","0"
"1015","78","F","167","2","97","1"
"1015","77","F","238","4","142","0"
"1016","65","M","337","4","125","1"
"1016","51","M","226","1","102","1"
"1016","72","F","309","3","150","0"
"1016","73","M","161","1","210","1"
"1016","42","F","437","3","69","1"
"1016","45","F","394","2","237","1"
"1016","26","M","412","3","50","0"
"1016","20","M","360","4","233","1"
"1016","34","F","250","2","60","1"
"1016","46","F","150","3","113","1"
"1016","30","F","192","3","189","0"
"1016","32","F","142","1","165","1"
"1019","43","M","257","3","169","0"
"1019","25","F","305","3","157","1"
"1019","44","M","264","3","145","0"
"1019","16","M","270","4","244","0"
"1019","63","F","111","1","152","1"
"1019","61","M","130","0","155","1"
"1019","11","M","148","4","51","0"
"1019","60","M","471","0","245","0"
"1019","30","M","304","3","71","1"
"1019","51","F","151","4","77","1"
"1019","46","F","418","1","177","0"
"1019","50","F","178","2","222","0"
"1019","56","F","282","4","126","0"
"1019","79","F","107","4","170","0"
"1019","63","M","212","4","174","0"
"1019","38","F","480","2","165","1"
"1019","48","M","318","4","165","0"
"1019","18","F","484","0","227","1"
"1020","43","M","106","4","146","1"
"1020","68","M","400","0","184","0"
"1020","56","F","273","4","112","0"
"1020","27","F","239","0","225","1"
"1020","15","M","120","0","141","0"
"1020","74","F","337","2","228","0"
"1020","33","F","250","0","207","0"
"1020","67","M","130","2","228","1"
"1020","70","F","123","4","187","0"
"1020","78","M","239","3","158","1"
"1020","11","M","396","1","89","1"
"1020","63","F","212","1","210","0"
"1020","12","F","490","3","170","1"
"1020","34","M","387","3","57","1"
"1020","28","M","200","2","151","1"
"1020","37","F","289","2","73","1"
"1020","27","M","193","4","127","0"
"1020","42","M","458","2","213","0"
"1020","39","F","351","0","173","0"
"1023","16","F","323","2","147","1"
"1023","45","F","263","1","215","0"
"1023","45","F","201","0","183","1"
"1023","79","F","452","2","155","0"
"1023","49","M","403","0","110","0"
"1023","59","M","481","0","130","1"
"1023","75","M","190","4","210","1"
"1023","20","F","195","2","91","1"
"1023","74","F","288","1","133","1"
"1023","61","F","420","3","99","1"
"1023","49","M","441","4","82","0"
"1023","76","M","283","3","180","0"
"1023","13","M","149","3","141","1"
"1023","61","M","138","0","75","0"
"1023","38","M","267","2","185","0"
"1023","44","F","436","0","164","1"
"1024","79","M","470","0","127","1"
"1024","57","M","347","4","156","0"
"1024","25","F","252","3","96","1"
"1024","28","F","288","0","187","0"
"1024","12","M","121","2","223","1"
"1024","62","F","303","3","210","1"
"1024","68","F","174","1","75","1"
"1024","31","F","326","0","131","0"
"1024","32","M","188","1","207","1"
"1024","14","M","297","1","236","0"
"1024","30","M","411","3","217","1"
"1024","24","M","328","3","131","1"
"1027","39","M","399","2","99","0"
"1027","57","M","375","0","225","0"
"1027","18","F","317","4","54","0"
"1027","58","F","148","3","100","0"
"1027","64","M","212","2","113","0"
"1027","71","M","422","3","110","0"
"1027","30","F","358","2","222","1"
"1027","63","M","114","0","228","0"
"1027","29","M","492","1","204","0"
"1027","47","F","327","1","156","1"
"1027","29","F","407","2","200","1"
"1027","15","F","152","4","54","1"
"1027","45","M","270","0","213","0"
"1027","32","M","231","3","231","0"
"1027","47","F","441","4","149","1"
"1028","40","F","340","0","100","0"
"1028","33","F","414","0","159","1"
"1028","57","F","253","3","218","0"
"1028","26","M","391","3","108","1"
"1028","19","F","413","1","83","1"
"1028","29","F","372","2","149","0"
"1028","57","F","153","3","55","1"
"1028","32","M","277","1","75","0"
"1028","15","M","280","2","117","1"
"1028","56","F","491","2","74","1"
"1029","10","M","264","1","59","0"
"1029","56","M","403","2","83","0"
"1029","51","F","189","1","85","0"
"1029","52","M","274","3","68","0"
"1029","37","F","113","2","55","0"
"1029","77","F","487","4","232","1"
"1029","78","F","411","1","195","0"
"1029","23","F","492","4","205","1"
"1029","11","F","277","2","98","0"
"1029","69","F","152","4","67","1"
"1029","10","M","245","2","120","0"
"1029","54","F","234","2","144","0"
"1029","76","F","171","0","74","1"
"1029","31","F","238","4","150","1"
"1029","15","M","358","0","124","1"
"1029","61","M","272","1","100","0"
"1029","46","M","227","2","178","1"
"1031","59","F","451","3","123","1"
"1031","22","F","395","3","132","1"
"1031","75","M","343","3","80","0"
"1031","45","M","439","1","142","1"
"1031","22","M","363","1","138","0"
"1031","57","M","405","4","144","1"
"1032","69","F","182","4","75","0"
"1032","25","F","210","4","146","0"
"1032","68","F","428","1","245","0"
"1032","13","F","150","1","89","1"
"1032","49","F","322","4","207","0"
"1032","74","F","151","2","98","1"
"1032","18","M","251","3","112","0"
"1034","37","M","237","2","137","1"
"1034","46","M","252","1","225","0"
"1034","56","F","421","1","171","1"
"1034","64","F","426","2","114","1"
"1034","69","F","357","0","67","0"
"1034","61","F","481","3","54","0"
"1034","77","F","376","3","135","0"
"1034","79","F","462","0","227","0"
"1034","32","F","422","2","178","1"
"1034","66","M","477","3","189","1"
"1034","77","F","195","3","118","0"
"1034","14","F","462","4","209","1"
"1034","28","F","290","2","118","1"
"1034","64","F","197","4","165","1"
"1034","52","F","264","2","128","0"
"1034","12","F","491","2","170","1"
"1034","61","F","427","4","193","0"
"1034","24","F","227","1","123","1"
"1036","46","M","439","0","200","1"
"1036","32","M","195","4","80","1"
"1036","43","F","271","0","208","1"
"1036","60","F","377","4","130","0"
"1036","31","F","115","0","236","1"
"1036","68","F","258","2","108","1"
"1036","30","F","137","0","78","0"
"1036","70","F","291","0","135","0"
"1036","75","M","104","0","167","0"
"1036","17","M","111","2","88","0"
"1036","16","M","445","3","187","1"
"1036","14","F","125","2","79","0"
"1036","54","M","154","2","168","1"
"1036","33","F","165","1","141","1"
"1036","48","F","460","2","243","1"
"1036","72","M","261","1","111","1"
"1036","63","M","486","2","124","1"
"1036","57","F","176","1","92","0"
"1036","57","M","457","1","242","0"
"1037","39","F","187","2","64","0"
"1037","51","M","477","1","167","1"
"1037","53","M","196","3","165","1"
"1037","23","M","224","1","236","1"
"1037","37","F","498","0","181","1"
"1037","25","F","409","2","57","0"
"1037","69","F","183","3","130","0"
"1037","42","M","317","1","209","0"
"1037","55","F","111","4","243","1"
"1037","69","F","492","3","156","0"
"1037","53","M","332","4","55","1"
"1037","67","F","203","3","150","0"
"1037","37","F","270","1","83","1"
"1037","64","M","400","3","179","0"
"1037","36","M","318","2","97","1"
"1037","47","M","314","3","71","1"
"1038","55","M","263","2","86","1"
"1038","48","F","123","2","180","1"
"1038","65","M","130","0","79","0"
"1038","78","M","169","4","121","0"
"1038","32","F","317","1","85","0"
"1038","22","M","206","1","158","1"
"1038","38","M","168","4","201","0"
"1038","18","F","452","2","85","0"
"1038","35","M","455","4","123","0"
"1038","13","M","323","4","126","0"
"1038","39","F","470","0","203","0"
"1038","59","F","267","4","87","0"
"1038","26","F","269","0","122","0"
"1038","19","M","388","3","181","1"
"1038","30","M","415","2","94","1"
"1038","39","M","253","1","246","1"
"1038","62","M","364","0","71","1"
"1038","24","F","177","3","205","0"
"1038","53","M","439","2","227","0"
"1039","13","M","343","1","236","0"
"1039","11","F","451","3","170","0"
"1039","23","F","291","0","152","1"
"1039","21","F","250","1","220","1"
"1039","33","M","421","2","190","1"
"1039","46","F","425","2","190","1"
"1039","30","F","106","2","210","1"
